RESPONDENT,MARITAL,AGE,EDUC,SEX,SIBS,CHILDS,HOMPOP,PRESTG80,INCOME06,RINCOM06,SATFIN,HRS1,DWELOWN,SEI,HAPMAR,EVSTRAY,SPANKING,ABANY,ABDEFCTW,MARHOMO,HAPPY,HEALTH,LIFE,LETDIE1,OWNGUN,NEWS,TVHOURS,FEAR,PARTYID,POLVIEWS,NATENVIR,NATHEAL,NATCRIME,NATEDUC,NATARMS,NATAID,NATFARE,NATSOC,NATCHLD,NATSCI,NATFAREY,CAPPUN,GUNLAW,COURTS,GRASS,FEJOBAFF,DISCAFFM,DISCAFFW,INCGAP,TAXRICH,RELIG,DENOM,FUND,ATTEND,RELITEN,POSTLIFE,PRAY,RELEXP,SEXEDUC,PREMARSX,TEENSEX,XMARSEX,PORNLAW,XMOVIE,PARTNERS,SEXFREQ,SEXORNT,FECHLD,FEPRESCH,FEFAM
1023,1,57,19,1,8,5,3,75,25,22,1,50,1,92.3,1,0,3,7,1,0,1,0,0,0,7,1,2,7,0,2,1,1,2,1,3,3,1,2,1,2,0,0,7,1,1,4,2,0,0,0,2,0,2,7,1,1,2,0,1,4,1,0,2,0,1,9,3,2,3,3
1024,1,67,16,2,2,3,2,64,25,0,1,-1,1,78.5,2,0,3,7,3,0,1,0,0,8,7,1,2,7,2,4,1,1,1,1,3,3,2,2,2,1,0,8,7,3,0,3,3,0,0,0,1,41,3,7,1,1,2,1,1,4,1,0,1,0,1,5,3,1,3,3
1025,1,62,17,1,3,4,3,64,25,24,2,50,1,85.1,1,0,4,7,2,0,2,0,0,1,7,1,1,7,3,4,1,1,2,1,3,2,2,2,2,1,0,0,7,3,1,4,4,0,0,0,4,0,3,2,4,0,6,0,1,4,2,0,2,0,1,4,3,2,3,4
1026,1,37,17,2,2,2,4,61,25,21,2,40,1,76.3,2,0,2,7,3,0,2,0,0,1,7,1,0,7,3,4,1,1,1,1,3,8,2,1,1,2,0,8,7,8,8,3,3,0,0,0,4,0,3,1,4,0,5,0,8,2,1,0,1,0,1,3,3,2,3,4
1027,1,84,8,1,5,5,2,33,16,0,1,-1,1,27.7,2,0,8,1,0,2,2,2,2,1,1,4,5,0,0,5,1,1,8,1,3,8,1,2,8,1,0,0,0,3,7,4,2,0,0,0,1,22,3,2,2,0,6,0,1,4,4,2,0,7,0,0,3,3,2,2
1028,5,27,14,1,2,0,2,36,20,20,1,-1,1,48.8,0,7,2,0,0,2,1,1,1,0,1,4,1,0,6,5,3,3,2,1,3,3,3,3,2,2,0,1,1,2,7,2,1,0,0,0,1,30,2,4,2,1,3,0,1,3,1,1,0,7,4,4,3,3,2,3
1029,5,52,12,1,1,2,1,24,15,15,2,44,2,29.2,0,7,2,7,3,0,3,0,0,1,7,4,3,7,3,3,3,1,2,1,3,3,3,1,1,3,0,1,7,3,1,4,3,0,0,0,4,0,3,0,4,1,1,1,1,4,1,0,2,0,0,0,3,2,3,3
1030,3,44,13,2,3,4,4,51,21,20,3,46,1,69.7,0,0,2,7,4,0,1,0,0,1,7,2,1,7,2,2,2,2,3,1,3,3,3,1,1,1,0,1,7,1,0,4,2,0,0,0,1,60,2,4,2,1,3,1,1,4,1,0,2,0,2,5,3,1,4,4
1031,1,54,16,1,4,3,3,50,21,19,3,50,1,62.5,1,0,3,7,8,0,2,0,0,1,7,1,2,7,1,3,1,1,1,1,1,2,1,8,1,1,0,8,7,8,0,3,2,0,0,0,1,22,3,1,2,0,3,0,1,4,1,0,1,0,1,4,3,2,3,3
1032,3,69,12,2,2,2,1,23,8,98,2,6,1,22.5,0,0,1,0,0,5,1,4,2,0,0,4,2,0,5,5,2,1,1,1,8,3,8,2,8,2,0,1,1,2,7,4,1,0,0,0,1,18,1,3,1,1,1,1,0,2,1,1,0,7,0,0,3,1,3,2
1033,1,51,12,2,1,5,1,35,20,15,1,40,2,25.8,1,0,1,0,0,2,1,2,1,1,0,1,3,0,3,4,1,1,1,1,1,3,3,1,1,1,0,8,1,2,7,4,2,0,0,0,4,0,3,2,4,1,2,0,1,4,2,1,0,7,1,3,3,1,3,4
1034,5,34,17,2,2,0,1,39,15,15,2,40,2,36.5,0,7,2,7,4,0,2,0,0,1,7,5,3,7,5,3,1,2,2,1,2,3,3,1,1,2,0,1,7,2,8,3,3,0,0,0,1,22,3,2,2,1,1,1,1,4,1,0,2,0,1,5,3,2,3,2
1035,2,85,12,2,4,1,1,49,2,0,3,-1,0,58.1,0,0,0,0,4,2,3,3,3,7,0,0,-1,1,0,4,1,1,1,2,3,3,1,2,3,2,0,0,1,2,1,0,0,0,2,4,1,22,3,0,2,1,4,0,7,0,0,1,1,0,0,0,3,0,0,0
1036,1,76,15,1,8,4,2,48,20,16,1,16,0,67,1,0,0,0,9,5,1,2,1,7,0,0,-1,0,6,6,2,2,2,2,2,3,2,2,2,3,0,0,1,3,0,0,0,0,3,1,1,60,1,7,2,1,1,1,7,0,0,1,1,0,0,0,3,0,0,0
1037,2,82,12,2,4,4,1,44,18,0,1,-1,0,50.7,0,7,0,1,4,4,3,1,1,7,0,0,-1,1,0,2,1,1,1,1,1,3,3,1,1,2,0,0,1,2,0,0,0,0,3,2,1,22,3,6,1,1,5,1,7,0,0,1,1,0,-1,-1,0,0,0,0
1038,1,61,12,2,1,3,2,42,14,0,3,-1,0,29.3,1,0,0,1,4,2,1,4,1,7,0,0,-1,0,3,4,8,1,1,1,1,3,1,1,1,1,0,1,1,2,1,0,0,0,1,2,1,14,1,0,2,1,1,1,7,0,0,1,2,0,1,2,3,0,0,0
1039,5,31,13,2,3,2,3,33,20,15,2,48,0,27.7,0,7,0,0,1,4,1,1,1,7,0,0,-1,0,0,3,1,1,1,1,2,2,3,2,1,3,0,1,1,2,0,0,0,0,1,4,4,0,3,5,4,0,1,0,7,0,0,1,2,0,1,5,3,0,0,0
1040,2,76,12,2,2,5,1,46,98,0,1,-1,1,38.4,0,0,3,0,0,4,1,2,1,0,0,2,6,1,1,6,1,1,1,2,1,3,8,2,1,2,0,1,1,2,7,4,4,0,0,0,1,22,3,7,1,1,2,1,1,1,1,1,0,7,0,0,3,1,4,4
1041,1,76,11,2,7,4,2,33,14,0,1,-1,1,27.7,1,7,2,0,0,5,1,3,1,0,0,1,4,1,6,6,3,1,1,1,2,3,3,2,3,1,0,1,1,2,7,1,3,0,0,0,1,60,1,7,1,1,1,1,1,1,1,1,0,7,-1,-1,0,2,3,2
1042,1,70,20,1,1,2,2,74,22,20,1,40,0,87,1,1,0,1,4,1,1,1,1,7,1,0,-1,0,7,1,1,1,3,1,3,1,1,1,1,1,0,0,0,1,1,0,0,0,1,5,4,0,3,0,4,0,6,0,7,0,0,3,2,0,1,3,3,0,0,0
1043,1,31,15,2,2,3,5,41,21,16,2,40,1,31.4,1,0,1,0,0,5,1,1,1,0,1,1,6,1,6,6,2,2,1,2,1,2,2,2,2,2,0,8,1,2,7,4,1,0,0,0,1,70,2,7,1,1,1,1,1,1,1,1,0,7,1,2,3,1,3,3
1044,3,67,12,2,2,3,1,59,16,10,2,-1,0,73.6,0,0,0,0,3,3,1,1,1,7,0,0,-1,0,4,4,1,1,1,1,1,2,2,1,2,1,0,0,1,3,8,0,0,0,3,4,1,60,2,7,1,1,1,0,7,0,0,1,1,0,0,0,3,0,0,0
1045,5,61,17,2,1,0,1,57,19,19,1,45,0,80.9,0,7,0,0,1,4,2,2,2,7,0,0,-1,1,4,5,0,0,0,0,0,0,0,1,2,3,1,1,1,2,0,0,0,0,3,3,1,70,2,7,1,1,1,1,7,0,0,1,1,0,-1,-1,0,0,0,0
1046,1,76,10,2,6,3,2,32,98,0,1,-1,0,22.9,1,0,0,0,8,5,2,3,1,7,8,0,-1,1,0,6,0,0,0,0,0,0,0,2,2,1,3,0,0,3,0,0,0,0,5,8,1,60,1,8,1,1,3,1,7,0,0,1,1,0,1,1,3,0,0,0
1047,3,56,9,1,3,2,1,33,11,0,2,-1,1,27.7,0,1,2,0,0,3,3,4,2,7,0,5,16,0,3,8,0,0,0,0,0,0,0,8,8,8,1,8,1,8,7,0,0,1,0,0,4,0,3,0,4,0,6,1,8,4,1,1,0,7,0,0,3,2,3,3
1048,2,65,10,1,4,2,1,30,12,0,3,-1,2,35.1,0,0,1,7,3,0,2,0,0,7,7,1,8,7,1,4,0,0,0,0,0,0,0,2,8,2,1,1,7,2,1,0,0,2,2,1,4,0,3,0,4,1,5,0,8,4,2,0,2,1,1,3,3,2,3,4
1049,2,36,6,1,11,2,3,42,9,0,3,50,2,36.5,0,0,3,7,1,0,3,0,0,7,7,4,0,7,2,8,0,0,0,0,0,0,0,1,8,3,1,0,7,1,0,0,0,1,1,2,2,0,2,2,2,1,5,1,0,4,1,0,3,0,1,6,3,3,1,1
1050,2,89,12,2,9,0,1,38,13,0,1,-1,0,39,0,0,0,8,1,5,1,1,1,7,0,0,-1,1,0,4,0,0,0,0,0,0,0,2,8,2,8,8,1,2,0,0,0,0,2,1,1,22,3,2,1,1,1,0,7,0,0,8,1,0,0,0,3,0,0,0
1051,1,74,10,2,4,3,2,31,98,0,1,-1,0,27.5,1,0,0,0,1,5,1,2,1,7,1,0,-1,1,3,8,0,0,0,0,0,0,0,8,1,2,1,0,1,2,0,0,0,0,2,4,1,60,1,8,1,1,1,1,7,0,0,1,1,0,1,2,3,0,0,0
1052,1,57,12,2,6,2,2,33,19,14,1,40,1,27.7,3,7,2,7,3,0,3,0,0,7,7,1,4,7,1,3,0,0,0,0,0,0,0,1,2,2,1,1,7,2,0,0,0,4,4,2,1,60,1,3,2,1,2,1,1,3,1,0,1,0,-1,-1,0,2,3,3
1053,5,29,12,1,2,1,3,27,98,19,2,49,1,37.3,0,7,3,7,4,0,2,0,0,7,7,1,4,7,0,6,0,0,0,0,0,0,0,1,2,1,1,1,7,2,0,0,0,1,1,4,4,0,3,0,4,0,6,0,1,4,1,0,2,1,-1,-1,0,2,3,2
1054,1,54,10,1,8,3,2,33,21,21,2,60,1,27.7,1,0,1,0,0,5,1,3,1,7,1,4,2,0,3,1,0,0,0,0,0,0,0,2,1,1,1,1,1,8,7,0,0,4,0,0,1,60,1,2,2,1,1,1,1,1,1,1,0,7,1,6,3,4,1,1
1055,1,66,17,2,1,2,2,66,25,0,1,-1,1,80.3,1,0,3,0,0,3,1,2,1,7,0,1,3,0,6,6,0,0,0,0,0,0,0,2,2,1,1,1,1,8,7,0,0,2,0,0,1,41,3,5,1,1,2,0,1,2,1,1,0,7,1,9,3,1,4,3
1056,1,59,15,2,2,3,2,66,18,0,3,-1,1,73.2,3,0,2,7,2,0,3,0,0,7,7,1,3,7,4,5,0,0,0,0,0,0,0,1,2,2,1,1,7,2,0,0,0,3,2,4,1,23,1,7,1,1,1,1,1,2,1,0,2,0,1,0,3,3,2,2
1057,5,27,18,1,1,0,2,0,3,0,2,-1,2,-1,0,7,1,7,3,0,2,0,0,7,7,5,1,7,4,5,0,0,0,0,0,0,0,2,2,1,2,1,7,2,1,0,0,3,2,4,1,60,1,6,2,8,2,0,1,3,1,0,2,0,0,0,3,2,2,2
1058,1,26,16,2,1,0,2,51,20,13,2,40,0,36.5,1,0,0,0,1,5,2,1,1,7,1,0,-1,1,5,6,0,0,0,0,0,0,0,3,1,1,3,1,1,2,0,0,0,0,2,2,1,14,1,6,1,1,1,1,7,0,0,1,1,0,1,4,3,0,0,0
1059,2,77,19,1,0,1,1,64,98,0,1,-1,1,85.1,0,0,1,7,4,0,2,0,0,7,7,1,4,7,0,2,0,0,0,0,0,0,0,2,2,2,1,0,7,2,0,0,0,1,2,3,1,22,3,5,1,1,3,1,1,4,1,0,1,0,1,3,3,3,2,3
1060,3,56,14,2,1,3,2,63,19,0,3,-1,0,61.4,0,0,0,0,1,2,2,4,1,7,1,0,-1,1,1,3,1,1,2,1,3,3,3,1,1,2,0,1,1,2,1,0,0,0,2,1,11,70,2,3,9,1,1,1,7,0,0,1,2,1,0,0,3,0,0,0
1061,1,77,16,1,3,2,2,65,18,13,1,20,1,76.4,1,7,1,8,0,5,1,2,1,8,1,1,2,0,3,4,3,1,1,1,2,3,3,2,3,2,0,8,1,2,7,4,4,0,0,0,1,14,1,6,1,1,3,1,1,2,1,1,0,7,-1,-1,0,3,2,2
1062,5,26,16,1,1,0,2,60,8,8,2,20,2,60.5,0,7,1,1,0,2,2,2,2,1,0,1,3,0,1,4,1,1,2,1,3,2,1,1,2,1,0,0,0,3,7,4,3,0,0,0,4,0,3,0,4,1,6,0,1,4,2,1,0,7,1,5,3,2,3,3
1063,5,39,12,1,7,0,1,31,11,11,2,80,0,30.1,0,7,0,0,1,3,2,2,1,7,0,0,-1,1,1,5,1,1,3,1,1,3,3,1,1,3,0,1,1,2,0,0,0,0,4,3,1,20,2,7,2,1,2,1,7,0,0,1,2,1,-1,-1,0,0,0,0
1064,3,52,12,1,7,1,1,24,2,2,1,42,2,29.2,0,7,1,0,0,5,1,1,1,0,1,5,9,0,4,4,3,1,1,1,3,1,1,1,1,3,0,1,1,2,7,1,2,0,0,0,1,12,1,2,2,1,5,0,1,4,1,1,0,7,-1,-1,0,2,4,3
1065,5,45,12,1,5,2,1,27,19,18,3,43,1,37.3,0,7,1,7,4,0,2,0,0,0,7,1,3,7,0,3,1,1,1,1,2,3,2,1,1,2,0,0,7,1,0,4,3,0,0,0,1,70,2,7,2,1,4,0,1,1,1,0,2,1,5,5,3,2,3,3
1066,3,61,13,2,3,3,1,23,8,8,2,25,0,22.5,0,0,0,0,2,4,2,2,2,7,0,0,-1,1,2,4,1,1,1,1,1,8,1,1,8,2,0,1,1,2,1,0,0,0,3,2,1,18,1,7,2,1,2,1,7,0,0,1,1,0,0,0,3,0,0,0
1067,5,31,14,1,2,1,4,30,23,21,3,89,2,31.5,0,7,1,0,0,3,3,2,2,0,0,3,2,0,0,4,1,1,1,1,3,3,3,1,2,3,0,1,1,1,7,1,3,0,0,0,1,14,1,2,2,1,4,0,1,1,1,1,0,7,1,5,3,3,3,3
1068,1,35,13,1,2,3,1,59,19,18,3,48,2,73.3,1,0,1,7,9,0,2,0,0,1,7,4,4,7,5,6,1,1,1,1,2,3,3,1,1,2,0,1,7,2,1,4,3,0,0,0,1,60,1,2,2,1,3,1,1,4,1,0,2,0,1,5,3,1,4,4
1069,1,52,14,2,2,2,4,59,98,98,9,60,0,73.3,2,0,0,9,9,3,2,2,1,7,9,0,-1,1,9,9,1,1,1,1,3,3,1,1,1,2,0,9,1,2,0,0,0,0,2,4,1,60,1,8,1,9,1,0,7,0,0,1,1,0,1,9,3,0,0,0
1070,5,44,12,2,3,4,4,51,7,0,2,-1,2,63.5,0,7,2,0,0,4,2,3,2,0,0,5,10,1,3,4,1,1,1,1,2,3,1,1,1,2,0,0,1,2,7,2,2,0,0,0,1,18,1,2,2,1,2,1,1,2,1,1,0,7,0,0,3,2,3,3
1071,5,20,12,2,3,1,4,35,98,2,1,-1,0,37.9,0,7,0,0,3,2,2,1,1,7,0,0,-1,0,2,4,8,2,1,8,8,3,2,2,2,3,0,1,1,2,0,0,0,0,2,2,1,18,1,5,1,1,1,1,7,0,0,1,2,0,1,1,8,0,0,0
1072,3,72,12,2,2,0,1,34,9,7,2,-1,2,22.6,0,7,3,0,0,3,2,3,2,1,1,1,5,1,0,3,1,1,1,1,1,2,1,1,1,8,0,0,1,8,7,4,3,0,0,0,1,28,3,8,1,1,1,1,1,2,1,1,0,7,-1,-1,0,3,3,3
1073,5,27,14,1,3,0,2,69,15,0,3,52,1,82.7,0,7,2,7,1,0,2,0,0,0,7,2,2,7,0,6,1,1,1,2,3,3,3,1,1,1,0,1,7,2,0,3,2,0,0,0,1,60,1,7,1,1,1,1,1,1,1,0,2,1,-1,-1,0,1,2,3
1074,1,38,12,1,3,2,4,33,19,11,3,40,1,27.7,1,0,2,7,4,0,2,0,0,0,7,2,2,7,1,2,1,1,1,1,2,1,2,1,2,2,0,0,7,2,0,4,1,0,0,0,1,18,1,5,2,1,2,1,1,4,1,0,2,0,1,5,3,1,3,1
1075,1,82,12,1,0,3,2,50,15,0,3,-1,0,48.9,1,7,0,0,4,5,3,3,2,7,1,0,-1,1,1,4,1,1,1,1,1,3,3,1,3,1,0,0,0,2,0,0,0,0,4,1,1,18,1,0,2,0,5,9,7,0,0,3,1,0,-1,-1,0,0,0,0
1076,3,42,10,1,2,4,3,47,20,20,2,50,0,54.7,0,0,0,0,3,2,2,1,2,7,1,0,-1,0,5,6,2,1,1,1,3,3,3,1,1,2,0,1,1,2,1,0,0,0,2,3,1,60,1,4,2,0,1,1,7,0,0,1,2,0,2,6,3,0,0,0
1077,3,72,19,1,3,2,1,74,10,0,3,-1,0,83.7,0,0,0,1,4,3,3,4,3,7,0,0,-1,0,3,4,1,1,1,1,2,3,1,1,8,2,0,0,1,2,0,0,0,0,2,2,2,0,2,3,2,1,5,1,7,0,0,1,1,0,0,0,3,0,0,0
1078,5,23,12,2,2,0,6,36,98,11,3,22,2,26.4,0,7,1,0,0,5,3,3,2,0,1,5,0,1,3,4,1,1,8,2,3,2,3,3,1,2,0,1,0,3,7,4,3,0,0,0,4,0,3,3,4,0,3,1,0,2,1,1,0,7,1,5,3,2,3,1
1079,3,47,12,1,10,2,2,38,18,18,1,40,0,39.4,0,0,0,1,4,2,2,4,2,7,1,0,-1,0,5,4,1,2,2,1,1,3,2,1,1,2,0,1,1,2,1,0,0,0,4,4,1,14,1,2,2,1,3,0,7,0,0,2,3,0,1,4,3,0,0,0
1080,1,72,12,2,6,2,2,46,13,0,3,-1,1,38.4,2,0,2,7,3,0,2,0,0,0,7,1,5,7,5,5,1,1,1,2,1,3,3,1,1,3,0,1,7,2,1,4,3,0,0,0,2,0,2,0,2,0,2,0,1,4,1,0,1,0,1,3,3,2,3,3
1081,5,40,16,1,1,1,2,60,18,18,3,40,1,63.2,0,7,2,7,3,0,2,0,0,7,7,5,2,7,5,6,0,0,0,0,0,0,0,3,2,1,3,1,7,2,8,0,0,3,3,3,4,0,3,0,4,0,6,0,1,4,1,0,2,0,2,5,3,3,2,2
1082,1,65,12,2,4,2,2,31,21,13,2,40,1,46.8,2,1,3,7,3,0,2,0,0,7,7,1,3,7,4,6,0,0,0,0,0,0,0,2,2,2,2,1,7,2,0,0,0,2,4,3,2,0,2,5,2,1,4,0,1,4,2,0,2,0,1,2,3,2,3,3
1083,5,23,13,1,2,0,1,49,18,13,1,50,0,-1,0,7,0,1,4,2,2,1,2,7,0,0,-1,0,2,4,0,0,0,0,0,0,0,1,2,2,2,0,1,8,0,0,0,0,3,3,4,0,3,2,4,1,5,1,7,0,0,1,2,1,1,3,3,0,0,0
1084,3,57,12,2,10,0,1,40,11,11,3,42,1,53.3,0,0,2,7,2,0,2,0,0,7,7,3,3,7,3,4,0,0,0,0,0,0,0,1,1,1,1,1,7,2,0,0,0,1,1,4,4,0,3,0,4,1,2,1,1,1,1,0,2,0,0,0,3,1,4,2
1085,1,75,14,2,4,1,2,59,98,0,2,-1,1,73.6,1,0,3,7,1,0,1,0,0,7,7,3,4,7,2,4,0,0,0,0,0,0,0,1,1,8,2,1,7,8,1,0,0,2,2,5,2,0,2,7,1,1,1,0,1,4,1,0,1,0,1,9,3,2,3,8
1086,1,37,12,1,12,2,4,36,16,14,2,40,1,28.6,2,0,2,7,1,0,2,0,0,7,7,2,3,7,4,4,0,0,0,0,0,0,0,1,3,3,2,1,7,2,0,0,0,4,4,3,11,70,2,7,9,0,3,1,0,1,1,0,2,1,1,4,3,2,3,3
1087,2,85,13,1,1,2,1,30,11,0,2,-1,1,39.5,0,0,2,7,1,0,2,0,0,7,7,5,14,7,2,5,0,0,0,0,0,0,0,1,2,1,1,1,7,2,0,0,0,1,2,3,1,50,3,1,2,0,6,0,1,4,1,0,2,0,0,0,3,2,2,2
1088,5,50,16,2,2,1,1,32,2,2,2,-1,1,38.9,0,7,4,7,1,0,2,0,0,7,7,2,6,7,6,6,0,0,0,0,0,0,0,1,1,1,1,1,7,2,1,0,0,2,1,4,1,70,2,2,1,1,2,0,1,3,1,0,2,0,0,0,3,2,3,3
1089,1,73,12,2,5,5,2,40,20,0,1,-1,0,30.7,2,0,0,0,4,5,3,2,3,7,1,0,-1,0,0,4,0,0,0,0,0,0,0,1,3,3,3,1,1,2,0,0,0,0,2,3,1,14,1,2,1,1,1,0,7,0,0,1,1,0,1,1,3,0,0,0
1090,1,31,14,1,3,1,4,37,20,5,2,-1,1,30.8,2,0,2,0,0,4,1,1,1,7,0,3,6,0,4,4,0,0,0,0,0,0,0,3,1,2,2,1,0,2,7,0,0,2,0,0,1,42,1,0,2,1,6,0,1,4,3,1,0,7,1,2,3,2,2,2
1091,1,60,16,2,1,2,2,58,21,19,2,-1,0,72.5,1,1,0,1,3,5,1,1,1,7,1,0,-1,1,5,5,0,0,0,0,0,0,0,2,2,3,1,0,1,1,0,0,0,0,2,4,1,50,3,5,1,1,1,1,7,0,0,1,1,0,1,3,3,0,0,0
1092,2,89,14,2,3,2,1,47,98,0,2,-1,0,38,0,7,0,1,1,2,3,2,1,7,0,0,-1,1,1,4,0,0,0,0,0,0,0,1,3,1,1,1,1,2,0,0,0,0,2,1,1,60,3,0,2,1,1,0,7,0,0,1,1,0,-1,-1,0,0,0,0
1093,1,67,16,2,3,4,3,66,98,0,1,-1,1,80.3,1,0,3,7,4,0,1,0,0,7,7,1,1,7,5,4,0,0,0,0,0,0,0,2,2,1,2,1,7,2,1,0,0,2,3,3,1,48,3,4,2,1,2,0,1,4,1,0,1,0,1,5,3,2,3,3
1094,1,70,16,2,4,2,2,55,20,0,1,-1,0,56.6,1,0,0,1,4,2,1,1,1,7,0,0,-1,0,0,2,0,0,0,0,0,0,0,2,1,1,1,0,1,2,1,0,0,0,1,4,2,0,2,7,1,1,1,0,7,0,0,1,1,0,1,5,3,0,0,0
1095,1,74,16,1,2,5,2,61,21,0,1,-1,0,80,1,0,0,1,4,5,1,2,1,7,1,0,-1,0,6,6,0,0,0,0,0,0,0,3,3,2,2,1,0,2,1,0,0,0,4,3,1,22,3,5,2,1,3,0,7,0,0,2,2,1,1,4,3,0,0,0
1096,1,44,16,2,3,3,5,60,24,19,2,40,0,75.2,2,0,0,8,3,2,2,2,2,7,0,0,-1,0,0,3,0,0,0,0,0,0,0,8,1,2,1,1,1,3,0,0,0,0,2,4,1,32,1,7,2,1,5,0,7,0,0,2,2,0,1,5,3,0,0,0
1097,1,35,18,2,2,2,4,57,23,18,1,23,1,50.7,2,0,2,0,0,2,2,2,2,7,1,2,1,0,5,5,0,0,0,0,0,0,0,2,2,1,2,1,1,1,7,0,0,2,0,0,1,70,2,7,1,1,1,0,1,3,2,1,0,7,1,5,3,1,3,3
1098,1,61,12,2,0,2,2,51,98,98,2,36,1,63.5,1,0,3,0,0,4,3,2,2,7,1,2,4,0,4,4,0,0,0,0,0,0,0,1,1,8,1,0,0,1,7,0,0,2,0,0,1,22,3,7,2,1,3,0,1,3,1,1,0,7,1,9,3,2,3,2
1099,1,55,18,2,1,1,3,45,25,25,1,-1,1,65.8,1,0,3,1,0,1,2,2,1,7,1,4,1,0,5,4,0,0,0,0,0,0,0,2,2,2,1,1,1,3,7,0,0,2,0,0,1,60,3,1,9,0,6,0,1,4,4,2,0,7,1,4,3,1,4,4
1100,5,19,12,1,1,0,3,0,98,0,1,-1,1,-1,0,7,3,7,2,0,1,0,0,7,7,3,1,7,6,5,0,0,0,0,0,0,0,2,1,1,2,1,7,3,0,0,0,2,3,3,1,22,3,6,1,1,1,1,1,3,2,0,2,0,1,4,3,2,3,2
1101,1,49,14,1,1,6,4,60,22,18,2,46,1,63.2,1,1,2,0,0,5,2,3,1,7,1,1,3,0,6,6,0,0,0,0,0,0,0,1,2,2,2,1,0,2,7,0,0,3,0,0,1,50,3,1,2,1,3,0,1,3,1,1,0,7,0,3,3,2,3,3
1102,1,59,14,2,2,0,2,33,21,18,1,40,1,50.5,1,0,2,7,3,0,2,0,0,1,7,1,2,7,5,5,2,1,1,2,2,2,2,1,1,2,0,1,7,2,0,1,3,0,0,0,1,22,3,2,2,0,3,1,1,4,1,0,1,0,1,4,3,2,3,3
1103,1,39,14,1,1,2,2,59,23,22,2,65,0,73.3,1,0,0,1,4,5,1,2,1,7,1,0,-1,0,5,6,1,1,1,1,3,3,3,1,2,1,0,1,1,2,1,0,0,0,1,1,2,0,2,5,2,1,2,0,7,0,0,1,2,1,1,5,3,0,0,0
1104,3,61,12,2,5,3,3,60,21,18,2,32,1,60.5,0,0,2,7,2,0,2,0,0,1,7,3,2,7,4,6,3,2,2,3,2,3,3,2,3,2,0,1,7,2,1,4,2,0,0,0,2,0,2,2,2,1,1,1,8,3,1,0,2,0,0,0,3,2,3,2
1105,1,79,12,2,3,6,2,46,98,0,2,-1,1,38.4,1,7,9,1,0,2,1,2,1,1,1,1,4,0,5,4,1,8,1,1,8,8,8,2,8,2,0,1,0,8,7,1,3,0,0,0,2,0,2,3,2,1,4,0,1,9,9,1,0,7,-1,-1,0,3,3,3
1106,5,23,11,2,3,4,3,20,11,6,3,26,0,21.2,0,7,0,0,4,2,3,2,2,7,0,0,-1,0,3,6,1,1,2,1,3,1,1,2,2,2,0,0,1,2,1,0,0,0,8,2,1,18,1,0,2,1,4,0,7,0,0,2,2,1,3,3,3,0,0,0
1107,1,74,14,1,7,3,2,0,16,99,1,-1,0,-1,1,1,0,0,4,4,1,1,2,7,1,0,-1,0,3,4,1,1,1,1,3,2,1,2,1,1,0,1,1,2,8,0,0,0,2,2,3,0,3,1,2,8,2,0,7,0,0,1,2,0,1,3,3,0,0,0
1108,1,39,17,2,1,1,3,58,20,20,2,70,1,72.5,1,0,2,0,0,2,1,1,2,1,1,3,2,0,1,3,1,1,1,1,3,3,2,1,1,1,0,0,1,2,7,4,3,0,0,0,3,0,3,1,1,1,1,1,1,3,3,2,0,7,1,9,3,1,4,4
1109,1,49,12,1,4,4,5,51,25,25,1,50,1,63.5,1,7,2,1,0,2,1,2,1,1,0,1,1,0,5,4,1,1,1,1,2,3,1,1,1,2,0,1,1,2,7,3,3,0,0,0,1,60,2,3,2,0,2,1,1,4,2,2,0,7,-1,-1,0,2,3,3
1110,5,43,12,1,2,0,2,25,18,10,3,78,1,34.4,0,7,1,7,4,0,2,0,0,1,7,5,7,7,5,4,1,1,1,1,1,2,2,1,1,1,0,1,7,2,1,4,2,0,0,0,4,0,3,0,4,1,6,0,1,4,3,0,2,1,-1,-1,0,2,3,3
1111,4,30,13,1,1,1,2,36,10,10,2,40,2,28.6,0,7,2,0,0,4,2,2,2,1,0,2,4,0,1,3,1,2,2,2,3,3,2,2,2,3,0,1,1,2,7,3,3,0,0,0,1,70,2,4,2,1,2,0,1,3,2,1,0,7,-1,-1,0,2,3,3
1112,3,41,14,1,2,2,2,49,19,15,3,52,1,64.2,0,0,1,1,0,1,2,2,2,1,0,2,4,0,5,3,2,2,2,1,2,3,3,1,3,2,0,1,1,2,7,4,1,0,0,0,1,70,2,1,2,1,5,0,1,3,1,1,0,7,4,5,1,2,2,3
1113,3,64,12,2,1,3,2,66,9,0,2,-1,1,73.2,0,0,1,7,4,0,2,0,0,0,7,5,0,7,2,2,1,1,2,1,1,3,3,2,1,2,0,1,7,2,1,4,1,0,0,0,1,28,3,2,2,1,4,0,1,4,3,0,2,1,0,0,3,1,3,3
1114,1,51,14,1,1,1,3,51,20,19,2,40,1,62.2,2,0,2,0,0,4,2,2,2,1,1,4,6,0,5,4,1,1,2,1,1,3,3,1,1,1,0,1,0,2,7,4,3,0,0,0,1,60,1,4,2,1,4,0,1,9,1,1,0,7,1,5,3,3,3,4
